カード種別	カード名	星	イベント名	選択肢1	結果1	選択肢2	結果2	選択肢3	結果3	選択肢4	結果4	選択肢5	結果5
サポート	グラスワンダー	SSR	昼つ方、打ち語らふ	揺さぶりをかけてペースを乱すのがいい	『先行駆け引き』のヒントLv+1 グラスワンダーの絆ゲージ+5	徹底的にマークして好きに走らせない	『徹底マーク◯』のヒントLv+1 グラスワンダーの絆ゲージ+5						
サポート	エルコンドルパサー	SSR	世界級の……！？	選択肢なし	パワー+5,根性+5								
サポート	エルコンドルパサー	SSR	ダシが重要！！	ああ、持ち味だ！	体力+30 エルコンドルパサーの絆ゲージ+5	いや、調理法だ！	「スタミナキープ」のヒントLv+1 エルコンドルパサーの絆ゲージ+5						
サポート	エルコンドルパサー	SSR	ルチャドーラ・エル！！	選択肢なし	パワー+10,「キラーチューン」のヒントLv+1								
サポート	エルコンドルパサー	SSR	シークレット・ノート	エル流パワートレメニュー	パワー+10 エルコンドルパサーの絆ゲージ+5	晴れたレースで走るコツ	『晴れの日◯』のヒントLv+1 エルコンドルパサーの絆ゲージ+5						
サポート	エルコンドルパサー	SSR	メラメラ・ファイアー！	スタミナ定食を食べるのは？	スタミナ+10 エルコンドルパサーの絆ゲージ+5	タイヤ引きで全力ダッシュは？	体力-10 パワー+20 エルコンドルパサーの絆ゲージ+5						
サポート	セイウンスカイ	SSR	ご利用は戦略的に☆	セイウンスカイに同意する	体力+10 賢さ+5 セイウンスカイの絆ゲージ+5	誤魔化されていると伝える	スキルPt+30 「二の矢」のヒントLv+1 セイウンスカイの絆ゲージ-5						
サポート	セイウンスカイ	SSR	トラップにご注意	選択肢なし	スピード+5,スタミナ+5								
サポート	セイウンスカイ	SSR	すべては勝つために	選択肢なし	体力+10,やる気アップ,スピード+5,スタミナ+5,賢さ+5,スキルPt+5,ランダムでヒントを1つ取得 『急ぎ足』のヒントLv+1,『脱出術』のヒントLv+3								
サポート	セイウンスカイ	SSR	ゆる募、助言者	場所が悪いのかも	賢さ+15 セイウンスカイの絆ゲージ+5	釣り竿の動かし方を変えたら？	「リードキープ」のヒントLv+1 セイウンスカイの絆ゲージ+5						
サポート	セイウンスカイ	SSR	ゆる募、ネコの捕まえ方	日向で待つ	体力+10,賢さ+5 セイウンスカイの絆ゲージ+5	全力で追いかける	体力-10,スピード+15,スタミナ+5 セイウンスカイの絆ゲージ+5						
サポート	タマモクロス	SSR	牛・豚・鶏・カレー！	選択肢なし	スタミナ+5,パワー+5								
サポート	タマモクロス	SSR	なけなしのレイトショー	選択肢なし	スタミナ+5,パワー+5,根性+5								
サポート	タマモクロス	SSR	貧しさは友だ！	選択肢なし	スタミナ+5,パワー+10 「迅速果断」ヒントLv+1								
サポート	タマモクロス	SSR	負けられん戦い！	人の流れを掴め！	「ウマ込み冷静」ヒントLv+1 タマモクロスの絆ゲージ+5	ライバルをよく観察しよう	調査中						
サポート	タマモクロス	SSR	タマモ先輩の学園案内	案内って、図書室とか？	調査中	案内って、ジムとか？	スタミナ+5 根性+5 タマモクロスの絆ゲージ+5						
サポート	ファインモーション	SSR	素敵な♪練習日和	誰かと走ればもっと楽しくなる	賢さ+5,スキルPt+20 ファインモーションの絆ゲージ+5	練習は真剣にすべき	スピード+10,スタミナ+5	楽しく練習するのは大切	『練習上手◯』になる ファインモーションの絆ゲージ+5				
サポート	ファインモーション	SSR	素敵な♪ライブ日和	選択肢なし	体力+10,スキルPt+10								
サポート	ファインモーション	SSR	素敵な♪レース日和	選択肢なし	体力-10,根性+5,賢さ+10,スキルPt+15 『スピードスター』のヒントLv+3	選択肢なし	体力-10,根性+5,賢さ+5,スキルPt+5 『抜け出し準備』のヒントLv+1						
サポート	ファインモーション	SSR	ときめきシューズ	軽くて早く走れそうなシューズ	スピード+5,スキルPt+10 ファインモーションの絆ゲージ+5	重いけど鍛えられそうなシューズ	体力-10,スタミナ+5,スキルPt+20 ファインモーションの絆ゲージ+5						
サポート	ファインモーション	SSR	思い出クローバー	最終コーナー	『コーナー巧者◯』のヒントLv+1 ファインモーションの絆ゲージ+5	ラストの直線	根性+15 ファインモーションの絆ゲージ+5						
サポート	アイネスフウジン	SSR	お姉ちゃんの瞬発力	選択肢なし	体力-10,スピード+5,スタミナ+5,根性+10								
サポート	アイネスフウジン	SSR	あと10分、なの！	悩んだら走り込み！	根性+15 アイネスフウジンの絆ゲージ+5	フォームの確認はどう？	賢さ+15,スタミナ+5,根性+10 アイネスフウジンの絆ゲージ+5						
サポート	アイネスフウジン	SSR	ハピハピなる前進	選択肢なし	体力-10,根性+10,スキルpt+30 アイネスフウジンの絆ゲージ+5								
サポート	アイネスフウジン	SSR	鬼ごっこ、なの！	ゆるっと楽しむ	体力+10,スピード+5 アイネスフウジンの絆ゲージ+5	本気で遊ぶ！	『急ぎ足』のヒントLv+1,アイネスフウジンの絆ゲージ+5						
サポート	アイネスフウジン	SSR	目指せ、きらめく瞬間！	ゆるっと楽しむ	体力-10,根性+2,賢さ+5 「じゃじゃウマ娘」のヒントLvアップ	本気で遊ぶ！	調査中						
サポート	ウイニングチケット	SSR	ユーザーネーム『W&T』	選択肢なし	根性+10								
サポート	ウイニングチケット	SSR	全・力・競・争！！	手すりショートカットだ！	『差しコーナー◯』のヒントLv+1,ウイニングチケットの絆ゲージ+5	相手の動きを予想してみるとか	スキルPt+30,ウイニングチケットの絆ゲージ+5						
サポート	ウイニングチケット	SSR	全・力・筋・肉！！	わかる！とことんやりたい	スタミナ+5,スキルPt+15 ウイニングチケットの絆ゲージ+5	スポーツドリンクを渡す	やる気+1,スキルPt+15 ウイニングチケットの絆ゲージ+5						
サポート	ウイニングチケット	SSR	後日、全員筋肉痛！	選択肢なし	スタミナ+5,根性+5								
サポート	ウイニングチケット	SSR	We are BNW！！	選択肢なし	根性+10,『乗り換え上手』のヒントLv+1								
サポート	エアシャカール	SSR	//要検証	式を組み直したらどうかと伝える	体力+10,根性+10 エアシャカールの絆ゲージ+5	根気よく続ければ結果が出ると伝える	体力-10,スタミナ+5,根性+10 エアシャカールの絆ゲージ+5						
サポート	エアシャカール	SSR	//絶対欲しい	自分に合う手段を探してみては？	ベースキープのヒントLv+1 エアシャカールの絆ゲージ+5	自力で手に入れるべき	体力の最大値+4,根性+4 エアシャカールの絆ゲージ+5						
サポート	エアシャカール	SSR	オレが最強	選択肢なし	スタミナ+5,賢さ+10 「勝利への執念」のヒントLv+1								
サポート	エアシャカール	SSR	ノイズは不要	選択肢なし	スタミナ+5,賢さ+5								
サポート	エアシャカール	SSR	リアリストの情熱	選択肢なし	スタミナ+5,賢さ+5,スキルPt+5								
サポート	ゴールドシチー	SSR	Pride	選択肢なし	体力+20								
サポート	ゴールドシチー	SSR	Struggle	選択肢なし	体力+10 スタミナ+10								
サポート	ゴールドシチー	SSR	08:36/朝寝坊、やばっ	もうすぐ始業時間なんじゃ……	やる気-1 スキルPt+45 ゴールドシチーの絆ゲージ+5	焦っても仕方ないしな	体力+10 賢さ+5 ゴールドシチーの絆ゲージ+5						
サポート	ゴールドシチー	SSR	13:12/昼休み、気合い入れなきゃ	まずは目の前のことに集中しよう	スキルPt+30	栄養ドリンクいる？	『小休憩』のヒントLv+1 ゴールドシチーの絆ゲージ+5						
サポート	サクラバクシンオー	SSR	バクシンの料理！！	選択肢なし	スピード+10								
サポート	サクラバクシンオー	SSR	バクシンの気持ち！！	選択肢なし	スピード+5,パワー+5								
サポート	サクラバクシンオー	SSR	優等生の一石二鳥！！	雑巾がけで、スピード強化！	スピード+15 サクラバクシンオーの絆ゲージ+5	資料室の整理で、パワーも強化！	スピード+5 パワー+10 サクラバクシンオーの絆ゲージ+5						
サポート	サクラバクシンオー	SSR	走り出すほどの！！	読み終わったら借りてもいいか？	『詰め寄り』のヒントLv+1	参考に、走りを見せてもらえるか？	体力-10 スピード+10 パワー+5 サクラバクシンオーの絆ゲージ+5						
サポート	スーパークリーク	SSR	できたてはごろり、たっぷりと	選択肢なし	体力+10,スタミナ+5								
サポート	スーパークリーク	SSR	煮込んでとろり、優しい味に	選択肢なし	スタミナ+5,パワー+5								
サポート	スーパークリーク	SSR	おかわりどうぞ、いいこたち！	選択肢なし	スタミナ+10,パワー+5,『円弧のマエストロ』のヒントLv+1								
サポート	スーパークリーク	SSR	お気遣いもお任せ♪	更にエールを送る	『深呼吸』のヒントLv+1 スーパークリークの絆ゲージ+5	ドリンクを差し入れる	体力+10,スタミナ+5 スーパークリークの絆ゲージ+5						
サポート	スーパークリーク	SSR	お手伝いもお任せ♪	トレーニングのコツを教えて	体力+15 スーパークリークの絆ゲージ+5	一緒にトレーニングしない？	スタミナ+10 スーパークリークの絆ゲージ+5						
サポート	スマートファルコン	SSR	これが私のウマドル道☆	選択肢なし	体力の最大値+4,スタミナ+5,パワー+5,賢さ+5 「ポジション」のヒントLv+1								
サポート	スマートファルコン	SSR	いつでもどこでも輝くよ☆	選択肢なし	スピード+5,パワー+5								
サポート	スマートファルコン	SSR	かわいかったら見に来てね☆	逃げる	体力-10,パワー+10 「押し切り準備」のヒントLv+1 スマートファルコンの絆ゲージ+5	ダウンロードしてみる	体力+10,賢さ+5 スマートファルコンの絆ゲージ+5						
サポート	スマートファルコン	SSR	常に心にステージを☆	勉強も手を抜かないで	賢さ+10 スマートファルコンの絆ゲージ+5	夢に向かって頑張れ！	体力+25 「集中力」のヒントLv+1 スマートファルコンの絆ゲージ+5						
サポート	スマートファルコン	SSR	ライブはコーレスが命☆	ファ・ル・子～～～っ！	スタミナ+5,根性+10 スマートファルコンの絆ゲージ+5	ちょっと恥ずかしい……	賢さ+15 スマートファルコンの絆ゲージ+5						
サポート	ニシノフラワー	SSR	私にできること	選択肢なし	体力の最大値+4,スキルPt+10								
サポート	ニシノフラワー	SSR	あこがれの……	すごくオトナっぽいよ	体力-10,賢さ+20,ニシノフラワーの絆ゲージ+5	ええと……	賢さ+5,スキルPt+15						
サポート	ニシノフラワー	SSR	きれいに咲こうねっ♪	手分けして効率化をはかろう！	賢さ+15,ニシノフラワーの絆ゲージ+7	急いでじょうろに水を入れてくる！	スピード+10,パワー+5 ニシノフラワーの絆ゲージ+5						
サポート	ニシノフラワー	SSR	私にできること	選択肢なし	体力の最大値+4,スキルPt+10								
サポート	ニシノフラワー	SSR	たいせつなのは！	選択肢なし	スピード+5,賢さ+10,ランダムで『直線巧者』のヒントLv+1もしくは『ハヤテ一文字』のヒントLv+1~3								
